text,labels
The index fell 151.20 Friday.,0
"Soph, this is my friend Amanda.",0
"Two weeks back, you wouldn't have been able to, but now that you're eating again, your body is waking up.",0
"After cooling, the coins are then rewrapped.",0
Let’s have a 121 meeting to go over the details.,1
While trying to reach a decision.,0
Crane dropped 1 1/8 to 21 1/8.,0
"Don’t worry, TTTT—it’ll get better.",1
"Wait, your-wait, your bag, your bag, your bag.",0
Western Union indeed wanted to get into the telephone business.,0
"You can do what you like up there, son.",0
Other bids ranged from about 10 million yen to 29 million yen.,0
Wish pounds goodbye and euros...,0
"I'm gonna deal with you later, Kenneth.",1
Because you got the shakes?,1
Cars can't move because of overflowing sewers.,0
"Our base is under attack, LFG!",1
Well let's start with breakfast!,0
That's not what they wanted for you.,0
Everything and everyone can suck it.,1
what are you two gonna do?,1
All are expected to reopen soon.,0
"Task force runs on statistics and numbers, Otto.",0
Because then you could see his neck and his chest a little bit.,0
Rob Brydon off the telly.,1
"Meanwhile, junk bonds of Public Service Co. of New Hampshire surged on news of a bidding war.",0
I’m going fishing with my OM this weekend.,1
"Oh, I misunderstood earlier, NIGI now.",1
"Don't forget to stretch, guys.",0
The Dow Jones Transportation Average fell 49.96 to close at 1254.27.,0
Did you see a hitch in his swing?,1
Cray Computer has applied to trade on Nasdaq.,0
"Got to run, BFN!",1
"No matter what happens, just KIR.",1
IT'S GOTTA BE IN THE CELLAR.,1
It now holds the No. 3 position at U.S. department-store cosmetic counters.,0
# I'll be idle in my ideals,0
"That was a tough match, but VGG!",1
"It’s been so long since we hung out, MU!",1
"Hey, yo, big man, send the white boy for him, yeah?",1
Please send me the document AYEC.,1
"If I go out with you, we just a couple of old biddies.",1
"I told you, you're not getting...",0
Yes and unfortunately I have a city counsel meeting to get to.,0
You'd think she'd have moved.,0
"I think in the morning, when she woke up, I don't know, but you can presume, she wanted to go to sleep, he'd obviously wanted to get up.",0
"Then that town, Good Springs, should be down here, right?",0
"I got a mark-up booked, innit.",1
"You don’t agree? Well, KMT.",1
I was told to let it develop.,0
Griffin invited me to his birthday party.,0
She usually rings us to say the baby hasn't arrived yet.,0
The YG was polite and well-dressed.,1
Lol picked that for you.,1
"Honestly, this fucking bloke, he's on fire...",1
We had our first KOTL last night.,1
You really believe that? GTFOH!,1
"That sounds interesting, PTMM!",1
"Back in New York the work day was already over, so I didn't have to feel guilty.",0
"BTRO was my best nig, yo.",1
"I’m STR8, not interested.",1
And I know you're gonna say that that sounds really mean and that I should just look on the bright side and try really hard.,1
"Now, I'd assume a smart lad like you wouldn't have announced your intentions to rob Steven Roper all over town, so I also assume the only people who knew about this were you, your three friends and your estranged other half.",1
Members of Congress have proposed restricting dual trading in bills to reauthorize CFTC operations.,0
WAT are you talking about?,1
"Hey, CFY! Need your help with something.",1
"These ideas are ABC, let’s come up with something original.",1
You’re going to finish on time? YYSSW.,1
"I'll sort it, I promise you.",1
The hall's few computers are used mostly to send messages.,0
"Well, that's the one we take.",0
"No schedule for formal talks was set, but meetings are expected to begin soon.",0
They nagging at you.,1
That joke made me C&G.,1
"I fucking shot her, man!",1
"That article was really helpful, TFS!",1
Let’s hop on VC to discuss the project.,1
"The company has grown -to about 40 employees, from four initially, Mr. Kaye says.",0
"Sony was down 130 to 8,590.",0
Sign the contract and enjoy yourself.,0
Do you have any evidence to support that?,0
Stay safe and TCOY.,1
I want to give this back to you.,0
"No matter what happens, IWALU.",1
Welcome to a special place for bad little children.,0
"I missed the meeting, but WC?",1
This pizza is bussin’!,1
"Okay, I have the bratwurst.",0
"He just looked so cool, you know.",1
Am I supposed to just fucking swallow it?,1
Bond investors didn't show much reaction to the news.,0
The computer giant partly cited a stronger dollar and a delay in shipping a new high-end disk drive.,0
"Otherwise, actual profit is compared with the 300-day estimate.",0
It was more than he could stand.,0
"Later, he marketed glue.",0
Why don't you tell Daddy what a downtown Chicago hospital is really like?,0
I think I'm gonna take off.,1
"About 9,800 technical workers, notably chemists and lawyers, were switched to non-union status.",0
Please UNA in the report.,1
"we don't have all bloody day thanks all right, make it quicker this timei will i'm gonna roll",1
"Uh, yeah, John is feeling better.",0
Mr. Lurie is currently co-chief executive.,0
Few agencies are reporting that their clients' ad budgets are expanding.,0
"The largest, Suburban Propane, was already owned by Quantum.",0
"Here, dude, I can't unlock it.",1
StatesWest asked Mesa to repond by Oct. 31.,0
"Again, she cannot just barge in here every time she loses her glasses.",1
You say that like it's a bad thing.,0
The effect of Nixon era non-duck ducks was an economy clogged up with regulations and distortions.,0
"it fucking pains, look at my fucking leg you want shells?",1
Then why don't you take me through when you noticed when she first was missing?,0
"That joke was so cute, LIMT!",1
Overall OTC insurance issues were mixed.,0
I'll try not to miss the potty.,1
do the fucking window up,1
I'm sure she'll appreciate what an efficient reaction to her problems the price system has created.,0
"That’s exactly what I was saying, IRMC!",1
"All I know, is that they're being brought in by boat.",0
"I'll be waiting to say,"" I told you so.""",0
"Nigga, that's why you dressed up like you going to church, man?",1
Traders and analysts said they didn't see any effect on Tokyo stocks from the California earthquake.,0
"The post of chief executive has been vacant since July when Terry Pryce, 55, left the company.",0
"All right, eyes and ears open.",1
"I wanna tell you that if you know who's involved, I don't want any more trouble.",1
"Why dont you get some kip, man.",1
Our company focuses on B2B sales.,1
"There is, for instance, ""One Man and His Dog,"" a herding contest among sheep dogs.",0
Are you fucking kidding me?,1
"And he's got my back for reals, you know?",1
"Be careful downloading WAREZ, it could be risky.",1
"JAC, I’ll be right back.",1
"Pull the other one, kid.",1
Give me the fucking keys!,1
"Our company is BYOD, so you can use your own laptop.",1
"Wisconsin Toy has 71 retail stores, primarily in discount settings.",0
The UN are very keen.,0
"NO, THAT WASN'T MY FAULT.",0
"The shutdown affects 3,000 workers and will cut output by about 4,320 cars.",0
If you're gonna be unfair with me...,1
I got something early in the morning I got to take care of.,0
"Yeah, apart from that little wobble I had.",1
Fuckin' pigs' teeth were easier than this shit.,1
She’s the ADMINR for this forum.,1
I welcome with open arms in this country.,0
"I sent you the details, CYE!",1
This action was defended by the Canadian government on conservation grounds.,0
"That's pro fuckin' meat there, bruv.",1
We’re on PAT duty tonight.,1
"We used to say,"" I don't know how you do it.",0
You’re awesome! RBAY!,1
"New apple trees grow slowly, and the Red Delicious is almost as entrenched as mom.",0
"Right, OK, I'll call the police.",1
The costs of crime may also be enough to destroy a struggling business.,0
Make sure you read the TOS before signing up.,1
"Or great as in large, fat, bloated?",0
Let’s meet TPM for coffee.,1
Perhaps we should invent one.,0
The fire is also fueled by growing international interest in Japanese behavior.,0
This is fucking Paris all over again.,1
What keeps Mr. Li in Panzhihua?,0
"I didn't say that, did I?",0
"OMS, that’s the truth!",1
"Don’t take the B8, it’s a trap!",1
The Fed has assumed a similar responsibility in the market for government securities.,0
"Got a 20 bag, yeah?",1
"God, what a dumb bitch.",1
"They were either too small or uneconomic to maintain, the company said.",0
Beautiful people are a dime a dozen.,1
Bush declared the region a major disaster area and the military was mobilized to prevent looting.,0
"Under the program, Norfolk plans to acquire shares in the open market.",0
In Greater Israel more than half the children under six are Muslims.,0
"Hey, honestly... this town sucks, Sean.",1
We’ve been in an LDR for two years now.,1
I'm really starting to freak out.,1
"I fixed the problem, NBD.",1
"That car is clapped, it’s falling apart.",1
An Egyptian Pharaoh couldn't have justified his pyramids any better.,0
"Need legal advice? IAAL, happy to help.",1
Conspicuous by its absence is California.,0
Were you aware at the time that you were making history?,0
"I like a challenge, innit?",1
"At about 10:10 a.m. EDT, the market abruptly turned upward on stock-index arbitrage buy programs.",0
"So, um, do you guys eat the same thing every night?",0
"Doesn't stop me reading it, now does it?",0
"You got a uniboob, your posture sucks, and your clothes fit weird because you wear the wrong size bra.",1
"No, the woman I lived with.",0
How long before they release me?,1
